Date,Open,High,Low,Close
2018-08-15 07-AM,6307.03,6449,6307,6392.77
2018-08-15 06-AM,6292.05,6319.89,6283.5,6307.03
2018-08-15 05-AM,6326.32,6338.93,6279,6292.05
2018-08-15 04-AM,6289.99,6374.28,6247.12,6326.32
2018-08-15 03-AM,6256.95,6297.77,6210.27,6289.99
2018-08-15 02-AM,6216.16,6295,6203.52,6256.95
2018-08-15 01-AM,6215.25,6231.37,6179.52,6216.16
2018-08-15 12-AM,6188.08,6258.31,6172.11,6215.25
2018-08-14 11-PM,6120,6219.44,6103.54,6188.08
2018-08-14 10-PM,6100,6160,6061.55,6120
2018-08-14 09-PM,6064.96,6130.7,6062.04,6100
2018-08-14 08-PM,6073.56,6102.02,6046.58,6064.96
2018-08-14 07-PM,6040,6115,6040,6073.56
2018-08-14 06-PM,6022.83,6055,6015,6040
2018-08-14 05-PM,6020.23,6080,6014.82,6022.83
2018-08-14 04-PM,6025.03,6032,5981,6020.23
2018-08-14 03-PM,6022.73,6054.55,5977.5,6025.03
2018-08-14 02-PM,6118.08,6131.2,6011,6022.73
2018-08-14 01-PM,6095.84,6164.52,6086.53,6118.08
2018-08-14 12-PM,6002,6159,5986.26,6095.84
2018-08-14 11-AM,6020.02,6026.93,5966,6002
2018-08-14 10-AM,6040,6071.57,5995,6020.02
2018-08-14 09-AM,6019.09,6060,5995.46,6040
2018-08-14 08-AM,6025.03,6049,5991.68,6019.09
2018-08-14 07-AM,5961.01,6066.83,5956.5,6025.03
2018-08-14 06-AM,5962.72,5975.12,5933,5961.01
2018-08-14 05-AM,5982.15,5998,5959.27,5962.72
2018-08-14 04-AM,5974.95,6037.73,5952.97,5982.15
2018-08-14 03-AM,5928.75,5989,5880,5974.95
2018-08-14 02-AM,6021,6022.99,5888.32,5928.75
2018-08-14 01-AM,6217.99,6227.25,6019.72,6021
2018-08-14 12-AM,6246.35,6250.33,6171.3,6217.99
2018-08-13 11-PM,6259.45,6291,6245,6246.35
2018-08-13 10-PM,6241.95,6276,6202.33,6259.45
2018-08-13 09-PM,6271.21,6274.37,6230,6241.95
2018-08-13 08-PM,6234.76,6297,6206.94,6271.21
2018-08-13 07-PM,6240,6259,6195.99,6234.76
2018-08-13 06-PM,6226.02,6260,6186.84,6240
2018-08-13 05-PM,6279.95,6280,6145.04,6226.02
2018-08-13 04-PM,6288.56,6328.43,6252.99,6279.95
2018-08-13 03-PM,6372.7,6372.7,6238.88,6288.56
2018-08-13 02-PM,6416.13,6429.99,6351.04,6372.7
2018-08-13 01-PM,6443.96,6447,6352,6416.13
2018-08-13 12-PM,6441.34,6480,6435,6443.96
2018-08-13 11-AM,6456.13,6465,6432,6441.34
2018-08-13 10-AM,6451.4,6470.51,6445,6456.13
2018-08-13 09-AM,6475.02,6500,6447.02,6451.4
2018-08-13 08-AM,6441.49,6540.1,6412,6475.02
2018-08-13 07-AM,6411.08,6441.49,6390,6441.49
2018-08-13 06-AM,6328.47,6444,6319.3,6411.08
2018-08-13 05-AM,6341,6353.38,6295.36,6328.47
2018-08-13 04-AM,6349.99,6377,6328.18,6341
2018-08-13 03-AM,6326.25,6363.83,6319.45,6349.99
2018-08-13 02-AM,6323.6,6326.56,6304.98,6326.25
2018-08-13 01-AM,6322.01,6339,6316.8,6323.6
2018-08-13 12-AM,6308.33,6340,6308.33,6322.01
2018-08-12 11-PM,6336.61,6340.63,6286,6308.33
2018-08-12 10-PM,6365.21,6403.07,6312,6336.61
2018-08-12 09-PM,6340.03,6369.51,6311.01,6365.21
2018-08-12 08-PM,6324.95,6347.39,6280,6340.03
2018-08-12 07-PM,6303.08,6472.3,6211.13,6324.95
2018-08-12 06-PM,6295.94,6320.88,6275,6303.08
2018-08-12 05-PM,6314.97,6332.5,6266.11,6295.94
2018-08-12 04-PM,6318.86,6347.03,6244,6314.97
2018-08-12 03-PM,6300.77,6370.2,6280.87,6318.86
2018-08-12 02-PM,6270.2,6335.63,6263.77,6300.77
2018-08-12 01-PM,6260.02,6278.79,6230,6270.2
2018-08-12 12-PM,6349.21,6366.91,6188,6260.02
2018-08-12 11-AM,6331.22,6374.29,6301.61,6349.21
2018-08-12 10-AM,6328.99,6350.84,6301,6331.22
2018-08-12 09-AM,6304.32,6340,6288.09,6328.99
2018-08-12 08-AM,6319.99,6322.55,6266,6304.32
2018-08-12 07-AM,6339.81,6353.98,6300.11,6319.99
2018-08-12 06-AM,6340.38,6360,6308.01,6339.81
2018-08-12 05-AM,6257.81,6370,6255.15,6340.38
2018-08-12 04-AM,6272.99,6272.99,6244,6257.81
2018-08-12 03-AM,6278.22,6294.99,6253.55,6272.99
2018-08-12 02-AM,6260.32,6292.43,6256.29,6278.22
2018-08-12 01-AM,6264.77,6274.04,6217.34,6260.32
2018-08-12 12-AM,6232.35,6318.2,6130,6264.77
2018-08-11 11-PM,6393,6404,6210.2,6232.35
2018-08-11 10-PM,6382.09,6405,6376.55,6393
2018-08-11 09-PM,6408.32,6410,6368.16,6382.09
2018-08-11 08-PM,6387.85,6411,6370,6408.32
2018-08-11 07-PM,6387.89,6395.84,6351,6387.85
2018-08-11 06-PM,6439,6454.04,6360,6387.89
2018-08-11 05-PM,6110.05,6488,6108.98,6439
2018-08-11 04-PM,6107.57,6150,6064.75,6110.05
2018-08-11 03-PM,6117.25,6127.17,6085,6107.57
2018-08-11 02-PM,6106.99,6143.77,6092,6117.25
2018-08-11 01-PM,6111.85,6128.87,6084,6106.99
2018-08-11 12-PM,6103.66,6150,6059.7,6111.85
2018-08-11 11-AM,6109.99,6124.1,6070.25,6103.66
2018-08-11 10-AM,6108.99,6170,6100,6109.99
2018-08-11 09-AM,6096,6114.43,6083.76,6108.99
2018-08-11 08-AM,6100.8,6138,6084.02,6096
2018-08-11 07-AM,6071.48,6111,6047.47,6100.8
2018-08-11 06-AM,6096.14,6122.24,6046.53,6071.48
2018-08-11 05-AM,6098.92,6130.99,5982,6096.14
2018-08-11 04-AM,6114.77,6147.05,6076.13,6098.92
2018-08-11 03-AM,6136.81,6140.67,6082.2,6114.77
2018-08-11 02-AM,6102.7,6155,6080,6136.81
2018-08-11 01-AM,6088.3,6130,6069,6102.7
2018-08-11 12-AM,6144.01,6177,6080,6088.3
2018-08-10 11-PM,6092.5,6194.13,6056,6144.01
2018-08-10 10-PM,6072.77,6144.53,6038.66,6092.5
2018-08-10 09-PM,6190.02,6193.85,6026.39,6072.77
2018-08-10 08-PM,6399,6399,6148.01,6190.02
2018-08-10 07-PM,6396.35,6412.26,6375,6399
2018-08-10 06-PM,6418.35,6423.28,6367.93,6396.35
2018-08-10 05-PM,6365.01,6439.15,6332.55,6418.35
2018-08-10 04-PM,6452.02,6460.83,6355.1,6365.01
2018-08-10 03-PM,6417.14,6475,6415.29,6452.02
2018-08-10 02-PM,6483.72,6485.98,6403.4,6417.14
2018-08-10 01-PM,6503,6512.69,6477.25,6483.72
2018-08-10 12-PM,6328.51,6519.79,6310,6503
2018-08-10 11-AM,6336.93,6387.99,6299.82,6328.51
2018-08-10 10-AM,6340.01,6385,6331.76,6336.93
2018-08-10 09-AM,6404.06,6419.99,6320,6340.01
2018-08-10 08-AM,6457.33,6467.38,6374.15,6404.06
2018-08-10 07-AM,6451.93,6476.19,6436.22,6457.33
2018-08-10 06-AM,6427.78,6470.11,6419.96,6451.93
2018-08-10 05-AM,6428.01,6434.36,6382.78,6427.78
2018-08-10 04-AM,6457.69,6459.38,6369.47,6428.01
2018-08-10 03-AM,6469.37,6483.81,6448.27,6457.69
2018-08-10 02-AM,6522.49,6528.3,6414.62,6469.37
2018-08-10 01-AM,6552.84,6561.17,6500.09,6522.49
2018-08-10 12-AM,6529.79,6575.88,6527.36,6552.84
2018-08-09 11-PM,6596.29,6597.99,6500.2,6529.79
2018-08-09 10-PM,6579.98,6622.81,6565.03,6596.29
2018-08-09 09-PM,6510,6620.36,6510,6579.98
2018-08-09 08-PM,6466.21,6516.17,6454.57,6510
2018-08-09 07-PM,6469.65,6519,6450,6466.21
2018-08-09 06-PM,6470.87,6480,6450,6469.65
2018-08-09 05-PM,6449.01,6485.86,6433,6470.87
2018-08-09 04-PM,6446,6486.53,6433.04,6449.01
2018-08-09 03-PM,6504.66,6550,6425.02,6446
2018-08-09 02-PM,6416.21,6537,6393,6504.66
2018-08-09 01-PM,6254.13,6475,6178.6,6416.21
2018-08-09 12-PM,6310.83,6315.81,6228.3,6254.13
2018-08-09 11-AM,6334.99,6347.12,6305,6310.83
2018-08-09 10-AM,6332.15,6350,6300.16,6334.99
2018-08-09 09-AM,6303.97,6337.06,6303.96,6332.15
2018-08-09 08-AM,6311.99,6320.14,6268,6303.97
2018-08-09 07-AM,6348.32,6358.99,6295,6311.99
2018-08-09 06-AM,6344.73,6366.99,6324.38,6348.32
2018-08-09 05-AM,6337.59,6388,6320.27,6344.73
2018-08-09 04-AM,6310.52,6349,6281.54,6337.59
2018-08-09 03-AM,6306.47,6323.37,6266,6310.52
2018-08-09 02-AM,6326.99,6330,6296,6306.47
2018-08-09 01-AM,6278.05,6330,6278.05,6326.99
2018-08-09 12-AM,6285,6325.16,6265,6278.05
2018-08-08 11-PM,6261.42,6285.93,6215,6285
2018-08-08 10-PM,6303.4,6322.38,6235.42,6261.42
2018-08-08 09-PM,6320.11,6330.5,6235,6303.4
2018-08-08 08-PM,6335,6339.06,6285.4,6320.11
2018-08-08 07-PM,6264.78,6356,6257.11,6335
2018-08-08 06-PM,6235.48,6273.99,6123,6264.78
2018-08-08 05-PM,6249,6305.01,6212.67,6235.48
2018-08-08 04-PM,6473.77,6490.95,6188,6249
2018-08-08 03-PM,6489.04,6501,6459.65,6473.77
2018-08-08 02-PM,6464.97,6498.3,6411,6489.04
2018-08-08 01-PM,6494.83,6508.93,6444.49,6464.97
2018-08-08 12-PM,6512.69,6520.86,6469,6494.83
2018-08-08 11-AM,6475.96,6536,6463.91,6512.69
2018-08-08 10-AM,6494,6497.01,6430.89,6475.96
2018-08-08 09-AM,6515,6521.36,6475,6494
2018-08-08 08-AM,6457.98,6527.42,6430,6515
2018-08-08 07-AM,6546.82,6555.99,6451.1,6457.98
2018-08-08 06-AM,6536.32,6560.61,6507.32,6546.82
2018-08-08 05-AM,6504.41,6560,6392.62,6536.32
2018-08-08 04-AM,6588.57,6592.29,6457,6504.41
2018-08-08 03-AM,6631.88,6633.7,6574.02,6588.57
2018-08-08 02-AM,6579.9,6634,6559.55,6631.88
2018-08-08 01-AM,6602.09,6642,6569.19,6579.9
2018-08-08 12-AM,6720.06,6721.54,6551.79,6602.09
2018-08-07 11-PM,6753.14,6753.14,6690.1,6720.06
2018-08-07 10-PM,6755.41,6796.7,6715.01,6753.14
2018-08-07 09-PM,6875.01,6877.84,6670,6755.41
2018-08-07 08-PM,7002.06,7020.68,6855.01,6875.01
2018-08-07 07-PM,7104.89,7113.89,7001,7002.06
2018-08-07 06-PM,7116.41,7119.01,7080,7104.89
2018-08-07 05-PM,7123.6,7133.47,7093.13,7116.41
2018-08-07 04-PM,7115.06,7139.35,7099.2,7123.6
2018-08-07 03-PM,7093.86,7125,7078,7115.06
2018-08-07 02-PM,7058.57,7101,7048.57,7093.86
2018-08-07 01-PM,7123.66,7150.46,7053.55,7058.57
2018-08-07 12-PM,7087.99,7130,7070.1,7123.66
2018-08-07 11-AM,7054.17,7119,7049.02,7087.99
2018-08-07 10-AM,7062.96,7062.96,7030.66,7054.17
2018-08-07 09-AM,7044,7074.99,7042.41,7062.96
2018-08-07 08-AM,7028,7057.1,7020,7044
2018-08-07 07-AM,6946.99,7120,6946.99,7028
2018-08-07 06-AM,6935.09,6958.87,6920.97,6946.99
2018-08-07 05-AM,6963.73,6971.18,6922.54,6935.09
2018-08-07 04-AM,6935.99,6966.46,6933.94,6963.73
2018-08-07 03-AM,6944.12,6965,6934.4,6935.99
2018-08-07 02-AM,6918.25,6967.62,6918.25,6944.12
2018-08-07 01-AM,6960.42,6972.69,6902.19,6918.25
2018-08-07 12-AM,6934.82,6990.53,6934.82,6960.42
2018-08-06 11-PM,6875.99,6952.59,6875.84,6934.82
2018-08-06 10-PM,6864.95,6888.9,6841,6875.99
2018-08-06 09-PM,6923,6924,6821,6864.95
2018-08-06 08-PM,6942.89,6951.59,6911.16,6923
2018-08-06 07-PM,6923.88,6945.65,6923.88,6942.89
2018-08-06 06-PM,6925.42,6934,6901,6923.88
2018-08-06 05-PM,6917.8,6946,6915.13,6925.42
2018-08-06 04-PM,6972.94,6979,6906.96,6917.8
2018-08-06 03-PM,6945.35,6985.21,6933.78,6972.94
2018-08-06 02-PM,6928.36,6956.64,6911,6945.35
2018-08-06 01-PM,6965.27,6965.27,6861.06,6928.36
2018-08-06 12-PM,6980,6989,6952.68,6965.27
2018-08-06 11-AM,6979.63,6989.44,6913.37,6980
2018-08-06 10-AM,6963.47,6988,6944.77,6979.63
2018-08-06 09-AM,6971.58,7003,6955.95,6963.47
2018-08-06 08-AM,7015,7018.13,6952.02,6971.58
2018-08-06 07-AM,7076.94,7093.39,6983.02,7015
2018-08-06 06-AM,7088.16,7114.14,7070,7076.94
2018-08-06 05-AM,7078.87,7098,7062.78,7088.16
2018-08-06 04-AM,7087.99,7119.98,7071.77,7078.87
2018-08-06 03-AM,7136.82,7137,7086,7087.99
2018-08-06 02-AM,7122.18,7153.55,7116.07,7136.82
2018-08-06 01-AM,7043.02,7160,7043.02,7122.18
2018-08-06 12-AM,7024.19,7074.79,7021.51,7043.02
2018-08-05 11-PM,7027.45,7047.52,7011,7024.19
2018-08-05 10-PM,7050,7052.55,7002.04,7027.45
2018-08-05 09-PM,7063.09,7079,7030,7050
2018-08-05 08-PM,7017.18,7079.79,7005.39,7063.09
2018-08-05 07-PM,7014.7,7053,7000.02,7017.18
2018-08-05 06-PM,6983.04,7017.15,6965.78,7014.7
2018-08-05 05-PM,7010.01,7011.79,6950.01,6983.04
2018-08-05 04-PM,6999.44,7036.12,6990.03,7010.01
2018-08-05 03-PM,6920,7049,6913.08,6999.44
2018-08-05 02-PM,6969.93,6980.27,6882.29,6920
2018-08-05 01-PM,7041.78,7045,6950.28,6969.93
2018-08-05 12-PM,7025.24,7069.98,7025.02,7041.78
2018-08-05 11-AM,7047.55,7052.34,7013.05,7025.24
2018-08-05 10-AM,7067.58,7089.87,7030.84,7047.55
2018-08-05 09-AM,6994.23,7089,6990,7067.58
2018-08-05 08-AM,6942,7019,6932,6994.23
2018-08-05 07-AM,6966.26,6979.73,6934.19,6942
2018-08-05 06-AM,6986.02,6989,6957.69,6966.26
2018-08-05 05-AM,6981.5,7003.36,6970,6986.02
2018-08-05 04-AM,7011.14,7021.08,6970,6981.5
2018-08-05 03-AM,6944.88,7014.99,6944.06,7011.14
2018-08-05 02-AM,6934.05,6965,6906,6944.88
2018-08-05 01-AM,6910.03,6983.94,6884,6934.05
2018-08-05 12-AM,7009.84,7030.65,6903,6910.03
2018-08-04 11-PM,7008.26,7025,6990.98,7009.84
2018-08-04 10-PM,6990,7030.89,6988,7008.26
2018-08-04 09-PM,6983.82,7049.37,6978.96,6990
2018-08-04 08-PM,6995,7005,6970,6983.82
2018-08-04 07-PM,6985.77,7011,6960,6995
2018-08-04 06-PM,6987,7022,6970.3,6985.77
2018-08-04 05-PM,6990.8,7018.05,6926,6987
2018-08-04 04-PM,6981.44,7039,6965,6990.8
2018-08-04 03-PM,7070,7085,6951,6981.44
2018-08-04 02-PM,7260.1,7261,7030,7070
2018-08-04 01-PM,7255,7288,7232.89,7260.1
2018-08-04 12-PM,7398.57,7400,7217.93,7255
2018-08-04 11-AM,7405.14,7416.74,7377,7398.57
2018-08-04 10-AM,7459.35,7466.55,7375.26,7405.14
2018-08-04 09-AM,7464.56,7470.45,7428.31,7459.35
2018-08-04 08-AM,7448.66,7482.65,7442.5,7464.56
2018-08-04 07-AM,7420.01,7454,7417.79,7448.66
2018-08-04 06-AM,7440,7449.46,7412,7420.01
2018-08-04 05-AM,7464.3,7468.57,7439.25,7440
2018-08-04 04-AM,7456.05,7467.8,7438.75,7464.3
2018-08-04 03-AM,7470,7479.94,7446.55,7456.05
2018-08-04 02-AM,7487.37,7494.81,7459,7470
2018-08-04 01-AM,7456.25,7487.37,7434.97,7487.37
2018-08-04 12-AM,7418.78,7481.4,7386.46,7456.25
2018-08-03 11-PM,7423.12,7432,7358,7418.78
2018-08-03 10-PM,7410.69,7438.31,7402.88,7423.12
2018-08-03 09-PM,7389.99,7447,7385.8,7410.69
2018-08-03 08-PM,7375.85,7411.99,7373,7389.99
2018-08-03 07-PM,7470.54,7473.51,7359,7375.85
2018-08-03 06-PM,7528,7531.13,7452,7470.54
2018-08-03 05-PM,7472.48,7540,7472.47,7528
2018-08-03 04-PM,7480,7487.79,7451.93,7472.48
2018-08-03 03-PM,7470.22,7480.72,7442.2,7480
2018-08-03 02-PM,7439.96,7499,7424.51,7470.22
2018-08-03 01-PM,7394,7444.25,7354.26,7439.96
2018-08-03 12-PM,7359.94,7399.1,7341.41,7394
2018-08-03 11-AM,7353,7373.61,7323.89,7359.94
2018-08-03 10-AM,7359.89,7370,7336,7353
2018-08-03 09-AM,7376.02,7379.67,7330.01,7359.89
2018-08-03 08-AM,7398.68,7425.9,7355.05,7376.02
2018-08-03 07-AM,7358,7400,7307.1,7398.68
2018-08-03 06-AM,7325,7370,7308,7358
2018-08-03 05-AM,7363.39,7370.65,7320,7325
2018-08-03 04-AM,7325.91,7363.45,7282.44,7363.39
2018-08-03 03-AM,7340,7359,7320.01,7325.91
2018-08-03 02-AM,7340,7359,7311.1,7340
2018-08-03 01-AM,7385.16,7388.88,7315,7340
2018-08-03 12-AM,7525.71,7528.91,7359,7385.16
2018-08-02 11-PM,7546.48,7572.15,7524.2,7525.71
2018-08-02 10-PM,7529.1,7567.39,7516.92,7546.48
2018-08-02 09-PM,7533.73,7565.71,7521.07,7529.1
2018-08-02 08-PM,7537.43,7575,7531,7533.73
2018-08-02 07-PM,7507.63,7559.99,7502.6,7537.43
2018-08-02 06-PM,7506.04,7534.78,7477,7507.63
2018-08-02 05-PM,7567.02,7579.73,7495.67,7506.04
2018-08-02 04-PM,7524.79,7596.2,7455.72,7567.02
2018-08-02 03-PM,7541.59,7562.02,7505,7524.79
2018-08-02 02-PM,7500.32,7564.56,7482.32,7541.59
2018-08-02 01-PM,7510,7551.1,7469.64,7500.32
2018-08-02 12-PM,7560.05,7571.34,7510,7510
2018-08-02 11-AM,7573.17,7587.99,7549,7560.05
2018-08-02 10-AM,7614.03,7617.5,7544.13,7573.17
2018-08-02 09-AM,7611.22,7652.87,7602,7614.03
2018-08-02 08-AM,7659,7663.82,7611.22,7611.22
2018-08-02 07-AM,7645.05,7699,7645.05,7659
2018-08-02 06-AM,7656.96,7669.23,7637.63,7645.05
2018-08-02 05-AM,7627.09,7658.75,7621.08,7656.96
2018-08-02 04-AM,7642.33,7649.75,7617.31,7627.09
2018-08-02 03-AM,7668.88,7677.44,7629.49,7642.33
2018-08-02 02-AM,7673.01,7702.71,7650.89,7668.88
2018-08-02 01-AM,7672.2,7677.48,7663.97,7673.01
2018-08-02 12-AM,7611.64,7676.11,7611.64,7672.2
2018-08-01 11-PM,7590,7625,7561.94,7611.64
2018-08-01 10-PM,7475.03,7636.69,7430,7590
2018-08-01 09-PM,7482.09,7522.4,7466.79,7475.03
2018-08-01 08-PM,7564.84,7566.37,7471,7482.09
2018-08-01 07-PM,7542.5,7580,7539,7564.84
2018-08-01 06-PM,7539.37,7567.67,7529.63,7542.5
2018-08-01 05-PM,7558.01,7588,7532.01,7539.37
2018-08-01 04-PM,7601.79,7614.57,7530,7558.01
2018-08-01 03-PM,7575,7617.89,7568,7601.79
2018-08-01 02-PM,7620.39,7637,7570,7575
2018-08-01 01-PM,7574.94,7629.89,7574.94,7620.39
2018-08-01 12-PM,7566.17,7600,7549.19,7574.94
2018-08-01 11-AM,7569.9,7570.45,7522,7566.17
2018-08-01 10-AM,7594.39,7596.99,7538,7569.9
2018-08-01 09-AM,7629.99,7632.26,7589.18,7594.39
2018-08-01 08-AM,7556.93,7660.95,7553.5,7629.99
2018-08-01 07-AM,7565.32,7571.02,7530.82,7556.93
2018-08-01 06-AM,7528.94,7579.9,7515.58,7565.32
2018-08-01 05-AM,7534.66,7547,7464.81,7528.94
2018-08-01 04-AM,7539.99,7580,7525,7534.66
2018-08-01 03-AM,7550.01,7558.32,7500,7539.99
2018-08-01 02-AM,7553.16,7577,7501,7550.01
2018-08-01 01-AM,7672.98,7689.99,7551,7553.16
2018-08-01 12-AM,7730.93,7750,7654.51,7672.98
2018-07-31 11-PM,7698.97,7777,7633,7730.93
2018-07-31 10-PM,7712.02,7722.39,7678.86,7698.97
2018-07-31 09-PM,7695,7740,7687.02,7712.02
2018-07-31 08-PM,7750.65,7752.24,7666,7695
2018-07-31 07-PM,7745.23,7772.11,7727.71,7750.65
2018-07-31 06-PM,7727.25,7779,7687,7745.23
2018-07-31 05-PM,7808.41,7840,7718.83,7727.25
2018-07-31 04-PM,7758.44,7811.75,7713,7808.41
2018-07-31 03-PM,7740,7773.44,7668.2,7758.44
2018-07-31 02-PM,7730,7790,7656.74,7740
2018-07-31 01-PM,7800.01,7839,7710,7730
2018-07-31 12-PM,7980,7981.45,7746.34,7800.01
2018-07-31 11-AM,7945,8036.48,7933.25,7980
2018-07-31 10-AM,8019.92,8028.85,7927,7945
2018-07-31 09-AM,8033.14,8077.34,7977.77,8019.92
2018-07-31 08-AM,8126.77,8131,8001,8033.14
2018-07-31 07-AM,8133.01,8141.03,8120,8126.77
2018-07-31 06-AM,8138.86,8155.97,8130.99,8133.01
2018-07-31 05-AM,8121.81,8147.77,8109.69,8138.86
2018-07-31 04-AM,8129.97,8135.63,8088.14,8121.81
2018-07-31 03-AM,8131.81,8137.17,8119.15,8129.97
2018-07-31 02-AM,8126.29,8149.32,8122.16,8131.81
2018-07-31 01-AM,8125.01,8147.47,8103.01,8126.29
2018-07-31 12-AM,8173.92,8180,8125.01,8125.01
2018-07-30 11-PM,8166.5,8200,8151,8173.92
2018-07-30 10-PM,8134.99,8200,8130.85,8166.5
2018-07-30 09-PM,8168.94,8175,8111.96,8134.99
2018-07-30 08-PM,8120,8199.7,8068.09,8168.94
2018-07-30 07-PM,7963.34,8150,7963,8120
2018-07-30 06-PM,7910.56,7974.21,7866,7963.34
2018-07-30 05-PM,8122.01,8122.51,7885,7910.56
2018-07-30 04-PM,8122.9,8139,8071.1,8122.01
2018-07-30 03-PM,8181.99,8194.99,8101.47,8122.9
2018-07-30 02-PM,8118.09,8210,8111.73,8181.99
2018-07-30 01-PM,8138.93,8150,8089.37,8118.09
2018-07-30 12-PM,8155,8173,8118,8138.93
2018-07-30 11-AM,8154.99,8160.75,8126.31,8155
2018-07-30 10-AM,8178.92,8181.86,8131,8154.99
2018-07-30 09-AM,8166.12,8179,8148,8178.92
2018-07-30 08-AM,8162.1,8188.88,8154,8166.12
2018-07-30 07-AM,8148.96,8169.12,8125,8162.1
2018-07-30 06-AM,8188.78,8192.08,8133.3,8148.96
2018-07-30 05-AM,8186.62,8197,8171.96,8188.78
2018-07-30 04-AM,8192.11,8211.74,8158,8186.62
2018-07-30 03-AM,8200.02,8233.52,8182.31,8192.11
2018-07-30 02-AM,8214.39,8222.99,8187,8200.02
2018-07-30 01-AM,8159.21,8273,8142.71,8214.39
2018-07-30 12-AM,8211,8228.3,8070,8159.21
2018-07-29 11-PM,8200.46,8278.78,8200,8211
2018-07-29 10-PM,8195,8204.3,8180.02,8200.46
2018-07-29 09-PM,8201,8212.9,8170.72,8195
2018-07-29 08-PM,8221.01,8221.8,8178.01,8201
2018-07-29 07-PM,8212.98,8224.9,8200.13,8221.01
2018-07-29 06-PM,8196.9,8219.99,8191.45,8212.98
2018-07-29 05-PM,8184.46,8205.79,8161.59,8196.9
2018-07-29 04-PM,8227.12,8229.9,8161.04,8184.46
2018-07-29 03-PM,8215.97,8235.68,8202.5,8227.12
2018-07-29 02-PM,8203,8242.42,8197,8215.97
2018-07-29 01-PM,8212.12,8222,8181,8203
2018-07-29 12-PM,8167.88,8227.07,8152,8212.12
2018-07-29 11-AM,8149.69,8169.99,8115,8167.88
2018-07-29 10-AM,8157.98,8167,8134.15,8149.69
2018-07-29 09-AM,8152.13,8180.14,8140,8157.98
2018-07-29 08-AM,8172.78,8179,8125,8152.13
2018-07-29 07-AM,8200.2,8219,8169.78,8172.78
2018-07-29 06-AM,8210.07,8219.23,8195,8200.2
2018-07-29 05-AM,8200,8227.08,8192.23,8210.07
2018-07-29 04-AM,8240.44,8245.1,8180,8200
2018-07-29 03-AM,8241.89,8253.52,8220,8240.44
2018-07-29 02-AM,8266.21,8294.51,8236.17,8241.89
2018-07-29 01-AM,8243.25,8273,8216.67,8266.21
2018-07-29 12-AM,8225.04,8289,8216.97,8243.25
2018-07-28 11-PM,8181.76,8246.54,8168.62,8225.04
2018-07-28 10-PM,8169.4,8200.85,8160,8181.76
2018-07-28 09-PM,8165,8180.8,8157.06,8169.4
2018-07-28 08-PM,8187.64,8199,8150,8165
2018-07-28 07-PM,8193.65,8205.98,8181.31,8187.64
2018-07-28 06-PM,8183.07,8200.87,8154,8193.65
2018-07-28 05-PM,8175.1,8218,8145.21,8183.07
2018-07-28 04-PM,8116.11,8188,8116.1,8175.1
2018-07-28 03-PM,8141.42,8149.83,8067,8116.11
2018-07-28 02-PM,8150.01,8165.28,8085.55,8141.42
2018-07-28 01-PM,8177.01,8199.68,8150,8150.01
2018-07-28 12-PM,8184.73,8205,8171.17,8177.01
2018-07-28 11-AM,8179.68,8222.99,8145,8184.73
2018-07-28 10-AM,8195.24,8209.09,8170.13,8179.68
2018-07-28 09-AM,8212.28,8215.9,8166,8195.24
2018-07-28 08-AM,8196.72,8225.01,8196.71,8212.28
2018-07-28 07-AM,8200,8213.22,8181.67,8196.72
2018-07-28 06-AM,8180.01,8209.37,8168.08,8200
2018-07-28 05-AM,8217.84,8235.33,8171,8180.01
2018-07-28 04-AM,8164.99,8229,8164.44,8217.84
2018-07-28 03-AM,8170.09,8183.39,8140.09,8164.99
2018-07-28 02-AM,8173,8198.85,8161,8170.09
2018-07-28 01-AM,8165,8195.89,8156.51,8173
2018-07-28 12-AM,8188.57,8225.3,8159.1,8165
2018-07-27 11-PM,8258,8268.99,8128,8188.57
2018-07-27 10-PM,8257.05,8270.01,8219,8258
2018-07-27 09-PM,8230.41,8277.2,8230,8257.05
2018-07-27 08-PM,8221.63,8254,8214.46,8230.41
2018-07-27 07-PM,8269.22,8285,8207.77,8221.63
2018-07-27 06-PM,8177.86,8280,8177.86,8269.22
2018-07-27 05-PM,8191.73,8202.79,8157.65,8177.86
2018-07-27 04-PM,8152.56,8244.43,8152.17,8191.73
2018-07-27 03-PM,7833.56,8199.51,7832.01,8152.56
2018-07-27 02-PM,7894.98,7901.45,7832.29,7833.56
2018-07-27 01-PM,7841.57,7896.54,7805,7894.98
2018-07-27 12-PM,7938.07,7939.82,7820,7841.57
2018-07-27 11-AM,7955.16,7961,7910,7938.07
2018-07-27 10-AM,7961.32,7965.77,7927.99,7955.16
2018-07-27 09-AM,7974.99,8003.81,7957,7961.32
2018-07-27 08-AM,7916.99,8002.78,7913.44,7974.99
2018-07-27 07-AM,7920.19,7928.99,7897,7916.99
2018-07-27 06-AM,7927.84,7936.1,7885.77,7920.19
2018-07-27 05-AM,7941.15,7943.06,7915,7927.84
2018-07-27 04-AM,7886.35,7954.93,7885.17,7941.15
2018-07-27 03-AM,7876.48,7911.23,7870,7886.35
2018-07-27 02-AM,7895.05,7918.52,7872.99,7876.48
2018-07-27 01-AM,7908.77,7934.18,7861.04,7895.05
2018-07-27 12-AM,7920,7963.94,7891.24,7908.77
2018-07-26 11-PM,7915,7958.21,7850.06,7920
